Rank,Ranking,Combo,Stock 1,Sector 1,Stock 2,Sector 2,Stock 3,Sector 3,Stock 4,Sector 4,2025,2024,2023,2022,2021,Worst Year,Worst Year %,Best Year,Best Year %,Starting Value ($),Ending Value ($),Total Profit ($),Total Return %,5Y CAGR %,Ranking Start Year,Ranking End Year
81,Best Profit Generator,SHEL + HWM + NVDA + ANET,SHEL,Energy,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,41.89542498083798,90.20282783946908,97.7815355068167,-1.7179477480301504,65.86705610618253,2022,-1.7179477480301504,2023,97.7815355068167,100000.0,783569.9929237716,683569.9929237716,683.5699929237716,50.94389735541765,2021,2025
82,Best Profit Generator,PBR + BBVA + NVDA + ANET,PBR,Energy,BBVA,Finance,NVDA,Technology,ANET,Telecommunications,52.60037700516379,67.7283183357111,121.18867244130064,0.36992576573348224,66.4629774773602,2022,0.36992576573348224,2023,121.18867244130064,100000.0,783452.4776113926,683452.4776113926,683.4524776113926,50.93936954459903,2021,2025
83,Best Profit Generator,BBVA + CAT + NVDA + ANET,BBVA,Finance,CAT,Industrials,NVDA,Technology,ANET,Telecommunications,67.94076869296106,74.4582030315038,105.38055271902815,-9.28806274252559,65.34479444712744,2022,-9.28806274252559,2023,105.38055271902815,100000.0,783379.9716539928,683379.9716539928,683.3799716539928,50.936575652444475,2021,2025
84,Best Profit Generator,VLO + BBVA + NVDA + ANET,VLO,Energy,BBVA,Finance,NVDA,Technology,ANET,Telecommunications,62.10825197107688,67.55415715416517,100.35895116331874,4.800713780265399,71.41979880315543,2022,4.800713780265399,2023,100.35895116331874,100000.0,783171.8123592997,683171.8123592997,683.1718123592998,50.928553442982746,2021,2025
85,Best Profit Generator,BBVA + PH + NVDA + ANET,BBVA,Finance,PH,Industrials,NVDA,Technology,ANET,Telecommunications,62.75016172796954,78.18808734299928,114.09618344622444,-15.665676376732872,65.93220560379523,2022,-15.665676376732872,2023,114.09618344622444,100000.0,783082.5649963869,683082.5649963869,683.0825649963868,50.9251134342368,2021,2025
86,Best Profit Generator,RY + HWM + NVDA + ANET,RY,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,47.6549099594972,96.37014642883265,95.78314071188593,-12.420983308759986,67.28853468354285,2022,-12.420983308759986,2024,96.37014642883265,100000.0,782780.9553918377,682780.9553918377,682.7809553918377,50.913485674804335,2021,2025
87,Best Profit Generator,WMT + HWM + NVDA + ANET,WMT,Consumer Discretionary,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,42.47675577967694,108.91893898248364,95.9535425738533,-10.536549089616187,59.253399794928306,2022,-10.536549089616187,2024,108.91893898248364,100000.0,782612.2320711645,682612.2320711645,682.6122320711645,50.90697943065854,2021,2025
88,Best Profit Generator,PM + HWM + NVDA + ANET,PM,Health Care,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,45.851017937252145,99.0047282648423,92.26961957904604,-7.343533073064112,63.954799179304054,2022,-7.343533073064112,2024,99.0047282648423,100000.0,782263.2860862424,682263.2860862424,682.2632860862425,50.89351994804034,2021,2025
89,Best Profit Generator,MFG + LLY + NVDA + ANET,MFG,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,37.541753993171255,85.03618689110311,103.78200809760682,-5.054852596973754,72.36179252444018,2022,-5.054852596973754,2023,103.78200809760682,100000.0,782234.3225796171,682234.3225796171,682.2343225796171,50.8924025569343,2021,2025
90,Best Profit Generator,MS + LLY + NVDA + ANET,MS,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,35.718447358989806,83.00257185950062,101.98264695448378,-10.482598520704022,84.02520348520903,2022,-10.482598520704022,2023,101.98264695448378,100000.0,782173.6818235001,682173.6818235001,682.1736818235001,50.890062973289886,2021,2025
91,Best Profit Generator,BKNG + HWM + NVDA + ANET,BKNG,Consumer Discretionary,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,38.501398584651575,100.74763941579829,111.73723508610279,-14.421345290362796,60.69086623412978,2022,-14.421345290362796,2023,111.73723508610279,100000.0,781665.182131342,681665.182131342,681.665182131342,50.87043881238791,2021,2025
92,Best Profit Generator,TJX + HWM + NVDA + ANET,TJX,Consumer Discretionary,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,43.53587269948841,98.06178827653875,97.65562853936417,-8.737713657925317,61.96737015451374,2022,-8.737713657925317,2024,98.06178827653875,100000.0,781131.3577804277,681131.3577804277,681.1313577804276,50.849826323609705,2021,2025
93,Best Profit Generator,COST + HWM + NVDA + ANET,COST,Consumer Discretionary,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,35.00565094718087,100.32653077237251,104.98415145174272,-15.183037974471288,71.71600584687349,2022,-15.183037974471288,2023,104.98415145174272,100000.0,781043.3576439254,681043.3576439254,681.0433576439253,50.84642730411897,2021,2025
94,Best Profit Generator,BBVA + HWM + WELL + NVDA,BBVA,Finance,HWM,Industrials,WELL,Real Estate,NVDA,Technology,82.68084331232916,82.80473920645005,95.28207443299254,-9.295196151544749,49.04891491596765,2022,-9.295196151544749,2023,95.28207443299254,100000.0,780579.3341557172,680579.3341557172,680.5793341557171,50.82849925319908,2021,2025
95,Best Profit Generator,JPM + LLY + HWM + NVDA,JPM,Finance,LLY,Health Care,HWM,Industrials,NVDA,Technology,51.0955556028632,87.88597455005619,92.09837005200578,-1.1214054147153654,57.74495056218388,2022,-1.1214054147153654,2023,92.09837005200578,100000.0,780056.9642666562,680056.9642666562,680.0569642666562,50.80830672138601,2021,2025
96,Best Profit Generator,BBVA + WELL + NVDA + ANET,BBVA,Finance,WELL,Real Estate,NVDA,Technology,ANET,Telecommunications,65.32914319642327,79.06056694253365,109.34069622752934,-19.23208134621514,70.60219325195521,2022,-19.23208134621514,2023,109.34069622752934,100000.0,778908.7939042805,678908.7939042805,678.9087939042805,50.763885436128284,2021,2025
97,Best Profit Generator,SCCO + LLY + HWM + NVDA,SCCO,Basic Materials,LLY,Health Care,HWM,Industrials,NVDA,Technology,58.415616945507004,79.16867993340375,96.94808938966237,3.0815869064901342,50.63878543120816,2022,3.0815869064901342,2023,96.94808938966237,100000.0,778593.0195900486,678593.0195900486,678.5930195900486,50.751659335996905,2021,2025
98,Best Profit Generator,BX + LLY + HWM + NVDA,BX,Finance,LLY,Health Care,HWM,Industrials,NVDA,Technology,39.81870726090894,85.5816193620091,105.12852297296591,-7.962473181731331,77.58491650434442,2022,-7.962473181731331,2023,105.12852297296591,100000.0,778539.6628810525,678539.6628810525,678.5396628810525,50.7495930875937,2021,2025
99,Best Profit Generator,JPM + LLY + NVDA + ANET,JPM,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,33.74385548695732,84.14180228613978,106.15699184654258,-11.058290609385754,79.29822889817143,2022,-11.058290609385754,2023,106.15699184654258,100000.0,778386.4240152194,678386.4240152194,678.3864240152194,50.74365825428029,2021,2025
100,Best Profit Generator,LLY + RTX + NVDA + ANET,LLY,Health Care,RTX,Industrials,NVDA,Technology,ANET,Telecommunications,39.787477003718195,83.2602549355089,94.89074010264116,-2.8945035713712333,78.17841005535361,2022,-2.8945035713712333,2023,94.89074010264116,100000.0,778116.8473674695,678116.8473674695,678.1168473674694,50.73321547176033,2021,2025
101,Best Profit Generator,COP + LLY + HWM + NVDA,COP,Energy,LLY,Health Care,HWM,Industrials,NVDA,Technology,41.19369182493331,73.77211055105838,84.93747169454733,19.961853194057056,72.45884194901785,2022,19.961853194057056,2023,84.93747169454733,100000.0,777941.3758844513,677941.3758844513,677.9413758844513,50.72641655278336,2021,2025
102,Best Profit Generator,C + HWM + NVDA + ANET,C,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,53.94822545580638,100.90425675853305,97.47888455529271,-15.943757596932231,58.99346438162963,2022,-15.943757596932231,2024,100.90425675853305,100000.0,777132.0233788007,677132.0233788007,677.1320233788007,50.69504102630204,2021,2025
103,Best Profit Generator,SCCO + LLY + NVDA + ANET,SCCO,Basic Materials,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,41.063916829601126,75.42450766948735,111.00671118419918,-6.855298288180252,72.19206376719572,2022,-6.855298288180252,2023,111.00671118419918,100000.0,776922.4793386118,676922.4793386118,676.9224793386118,50.68691353879673,2021,2025
104,Best Profit Generator,BX + LLY + NVDA + ANET,BX,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,22.46700714500306,81.8374470980927,119.18714476750272,-17.899358376401718,99.13819484033198,2022,-17.899358376401718,2023,119.18714476750272,100000.0,776869.1226296157,676869.1226296157,676.8691226296157,50.68484373675399,2021,2025
105,Best Profit Generator,CVX + HWM + NVDA + ANET,CVX,Energy,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,38.88043503282937,90.74265253947388,89.32499405303571,4.195013465738716,70.3210264496458,2022,4.195013465738716,2024,90.74265253947388,100000.0,776371.9998998297,676371.9998998297,676.3719998998297,50.665553990290576,2021,2025
106,Best Profit Generator,BTI + HWM + NVDA + ANET,BTI,Health Care,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,52.806997841443064,99.28091736537914,87.7108957231025,-6.643062463480737,60.74753538941553,2022,-6.643062463480737,2024,99.28091736537914,100000.0,776318.9333985099,676318.9333985099,676.3189333985099,50.663494278598996,2021,2025
107,Best Profit Generator,COP + LLY + NVDA + ANET,COP,Energy,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,23.841991709027432,70.02793828714198,98.99609348908413,10.02496799938667,94.01212028500541,2022,10.02496799938667,2023,98.99609348908413,100000.0,776270.8356330146,676270.8356330146,676.2708356330146,50.66162732503145,2021,2025
108,Best Profit Generator,AEM + LLY + HWM + NVDA,AEM,Basic Materials,LLY,Health Care,HWM,Industrials,NVDA,Technology,71.6611508060301,88.32329612641544,86.6862277869267,2.3079715818014,45.10613058368845,2022,2.3079715818014,2024,88.32329612641544,100000.0,776023.6773448585,676023.6773448585,676.0236773448585,50.65203221685166,2021,2025
109,Best Profit Generator,LLY + GLW + NVDA + ANET,LLY,Health Care,GLW,Industrials,NVDA,Technology,ANET,Telecommunications,46.3675564931683,88.23072676811722,98.19241143371121,-10.788881486694594,73.8422216061546,2022,-10.788881486694594,2023,98.19241143371121,100000.0,775971.9749535343,675971.9749535343,675.9719749535343,50.65002473225108,2021,2025
110,Best Profit Generator,SAN + MCK + HWM + NVDA,SAN,Finance,MCK,Health Care,HWM,Industrials,NVDA,Technology,83.25835266872082,78.16990792354602,86.79547714335496,4.774739874694635,47.94614010230168,2022,4.774739874694635,2023,86.79547714335496,100000.0,775074.7531027163,675074.7531027163,675.0747531027163,50.61517062499314,2021,2025
111,Best Profit Generator,CB + HWM + NVDA + ANET,CB,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,39.780032989532124,96.39246224643823,93.78219439258874,-6.427881212547831,65.72286268374415,2022,-6.427881212547831,2024,96.39246224643823,100000.0,774974.6915577503,674974.6915577503,674.9746915577504,50.611281563991284,2021,2025
112,Best Profit Generator,BP + HWM + NVDA + ANET,BP,Energy,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,42.49008545986684,87.46117842009295,94.23340313522272,-1.1689577906749182,67.85587532630055,2022,-1.1689577906749182,2023,94.23340313522272,100000.0,774938.3520413503,674938.3520413503,674.9383520413503,50.609869067852806,2021,2025
113,Best Profit Generator,HWM + BN + NVDA + ANET,HWM,Industrials,BN,Real Estate,NVDA,Technology,ANET,Telecommunications,41.48906445345319,101.46554898933195,99.88313498009609,-19.076193475258016,70.96721738770876,2022,-19.076193475258016,2024,101.46554898933195,100000.0,774935.3362537732,674935.3362537732,674.9353362537731,50.60975184353993,2021,2025
114,Best Profit Generator,COF + LLY + HWM + NVDA,COF,Finance,LLY,Health Care,HWM,Industrials,NVDA,Technology,51.19056793058365,86.37418881145732,95.52139839269252,-6.609316197668773,63.138534462292526,2022,-6.609316197668773,2023,95.52139839269252,100000.0,774927.9273157939,674927.9273157939,674.9279273157939,50.60946385497478,2021,2025
115,Best Profit Generator,AEM + LLY + NVDA + ANET,AEM,Basic Materials,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,54.30945069012422,84.57912386249903,100.7448495814635,-7.628913612868988,66.65940891967601,2022,-7.628913612868988,2023,100.7448495814635,100000.0,774353.1370934218,674353.1370934218,674.3531370934218,50.587114797721824,2021,2025
116,Best Profit Generator,CNQ + BBVA + LLY + NVDA,CNQ,Energy,BBVA,Finance,LLY,Health Care,NVDA,Technology,61.439394226043575,54.35917385681951,96.5329404362217,9.24329653438646,74.29292220537124,2022,9.24329653438646,2023,96.5329404362217,100000.0,774305.7988109369,674305.7988109369,674.3057988109368,50.58527359392,2021,2025
117,Best Profit Generator,MPC + MCK + HWM + NVDA,MPC,Energy,MCK,Health Care,HWM,Industrials,NVDA,Technology,47.645494186205354,73.39303325565453,82.8630693867351,28.086085640061548,60.59607801216828,2022,28.086085640061548,2023,82.8630693867351,100000.0,773713.5618819937,673713.5618819937,673.7135618819937,50.562231158372306,2021,2025
118,Best Profit Generator,CM + LLY + HWM + NVDA,CM,Finance,LLY,Health Care,HWM,Industrials,NVDA,Technology,53.40263040374945,86.27159067099123,91.06685201324746,-4.673435267927825,61.0008183361563,2022,-4.673435267927825,2023,91.06685201324746,100000.0,773631.0883619825,673631.0883619825,673.6310883619825,50.5590212038672,2021,2025
119,Best Profit Generator,XOM + BBVA + LLY + NVDA,XOM,Energy,BBVA,Finance,LLY,Health Care,NVDA,Technology,62.283558052193314,57.502014734212594,89.03649879796788,20.373977247212196,67.79807836744288,2022,20.373977247212196,2023,89.03649879796788,100000.0,773456.4555699946,673456.4555699946,673.4564555699947,50.55222341174912,2021,2025
120,Best Profit Generator,SAN + MCK + NVDA + ANET,SAN,Finance,MCK,Health Care,NVDA,Technology,ANET,Telecommunications,65.90665255281495,74.42573565962961,100.85409893789176,-5.162145319975751,69.49941843828924,2022,-5.162145319975751,2023,100.85409893789176,100000.0,773404.2128512794,673404.2128512794,673.4042128512793,50.55018956228972,2021,2025
121,Best Profit Generator,COF + LLY + NVDA + ANET,COF,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,33.83886781467777,82.63001654754092,109.58002018722932,-16.54620139233916,84.6918127982801,2022,-16.54620139233916,2023,109.58002018722932,100000.0,773257.387064357,673257.387064357,673.2573870643571,50.54447293224098,2021,2025
122,Best Profit Generator,TTE + HWM + NVDA + ANET,TTE,Energy,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,43.23450937153846,86.74321360843189,96.27739452118877,-1.7728309818924277,65.25855728198661,2022,-1.7728309818924277,2023,96.27739452118877,100000.0,773214.9215407437,673214.9215407437,673.2149215407436,50.54281938442724,2021,2025
123,Best Profit Generator,BMO + HWM + NVDA + ANET,BMO,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,45.92901323055565,91.16524720801152,96.38879351517981,-13.520321818754601,70.48044525862198,2022,-13.520321818754601,2023,96.38879351517981,100000.0,773080.349818347,673080.349818347,673.080349818347,50.537578870714015,2021,2025
124,Best Profit Generator,FCX + HWM + NVDA + ANET,FCX,Basic Materials,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,45.207009955767305,88.06767585358915,96.15466509143724,-12.256479091564918,74.11321323059344,2022,-12.256479091564918,2023,96.15466509143724,100000.0,772710.9036838042,672710.9036838042,672.7109036838042,50.52318808691367,2021,2025
125,Best Profit Generator,EQNR + HWM + NVDA + ANET,EQNR,Energy,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,37.871000044927776,86.42584081705654,92.53870865505547,0.2826979697515366,74.89851610946928,2022,0.2826979697515366,2023,92.53870865505547,100000.0,772519.8889292905,672519.8889292905,672.5198889292905,50.51574546040807,2021,2025
126,Best Profit Generator,ISRG + HWM + NVDA + ANET,ISRG,Health Care,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,38.48092859570396,104.10062504123263,99.5176102843181,-16.9575974195048,66.69982487380244,2022,-16.9575974195048,2024,104.10062504123263,100000.0,772492.2127394635,672492.2127394635,672.4922127394635,50.51466697373084,2021,2025
127,Best Profit Generator,MO + HWM + NVDA + ANET,MO,Health Care,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,40.89755022111074,100.61018577846443,91.80885847600467,-9.327426254755661,64.80690152625449,2022,-9.327426254755661,2024,100.61018577846443,100000.0,772477.2501142579,672477.2501142579,672.4772501142579,50.51408389678544,2021,2025
128,Best Profit Generator,IBN + HWM + NVDA + ANET,IBN,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,36.501737998524895,97.00221263174402,95.18542729037334,-7.602943170447501,67.15402819129662,2022,-7.602943170447501,2024,97.00221263174402,100000.0,772417.4542654157,672417.4542654157,672.4174542654157,50.51175362852369,2021,2025
129,Best Profit Generator,TD + HWM + NVDA + ANET,TD,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,57.25012871766124,87.07015485368684,93.87311667840414,-13.469546724340068,69.07346564582056,2022,-13.469546724340068,2023,93.87311667840414,100000.0,772111.0816967199,672111.0816967199,672.1110816967198,50.499811901899335,2021,2025
130,Best Profit Generator,AZN + HWM + NVDA + ANET,AZN,Health Care,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,47.17986301201653,90.26706062207872,93.09312691372038,-5.6316661929860015,63.692516050246425,2022,-5.6316661929860015,2023,93.09312691372038,100000.0,772096.9406426387,672096.9406426387,672.0969406426387,50.499260623301964,2021,2025
131,Best Profit Generator,MPC + MCK + NVDA + ANET,MPC,Energy,MCK,Health Care,NVDA,Technology,ANET,Telecommunications,30.293794070299477,69.64886099173813,96.92169118127191,18.14920044539116,82.14935634815583,2022,18.14920044539116,2023,96.92169118127191,100000.0,772043.0216305568,672043.0216305568,672.0430216305567,50.49715855613639,2021,2025
132,Best Profit Generator,CM + LLY + NVDA + ANET,CM,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,36.05093028784357,82.52741840707482,105.12547380778425,-14.610320462598212,82.55409667214386,2022,-14.610320462598212,2023,105.12547380778425,100000.0,771960.5481105456,671960.5481105456,671.9605481105457,50.49394304599766,2021,2025
133,Best Profit Generator,ENB + HWM + NVDA + ANET,ENB,Energy,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,40.81549372332001,97.00882009883432,92.44769997547964,-8.806592191339675,66.46807367350478,2022,-8.806592191339675,2024,97.00882009883432,100000.0,771823.6739097352,671823.6739097352,671.8236739097351,50.488605934066385,2021,2025
134,Best Profit Generator,BAC + HWM + NVDA + ANET,BAC,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,43.36447761001095,98.88420849051555,93.93966481872351,-16.37631844663977,71.16295236970765,2022,-16.37631844663977,2024,98.88420849051555,100000.0,771758.6273514179,671758.6273514179,671.7586273514179,50.48606931949637,2021,2025
135,Best Profit Generator,PGR + LLY + HWM + NVDA,PGR,Finance,LLY,Health Care,HWM,Industrials,NVDA,Technology,41.023587048742726,89.66215326436576,90.23116394108933,8.7406451408355,53.518298907431245,2022,8.7406451408355,2023,90.23116394108933,100000.0,771412.3997419442,671412.3997419442,671.4123997419442,50.47256463489129,2021,2025
136,Best Profit Generator,SHEL + LLY + HWM + NVDA,SHEL,Energy,LLY,Health Care,HWM,Industrials,NVDA,Technology,47.32007123031803,76.59590080053732,89.49005370321849,10.741531946911447,57.91487007332735,2022,10.741531946911447,2023,89.49005370321849,100000.0,770875.8237955316,670875.8237955316,670.8758237955317,50.451625787526154,2021,2025
137,Best Profit Generator,SCHW + HWM + NVDA + ANET,SCHW,Finance,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,45.51647845582266,92.71237712242548,88.74088094644782,-10.393741540173673,73.81837514851927,2022,-10.393741540173673,2024,92.71237712242548,100000.0,770837.6901148979,670837.6901148979,670.8376901148979,50.450137250047234,2021,2025
138,Best Profit Generator,PBR + BBVA + LLY + NVDA,PBR,Energy,BBVA,Finance,LLY,Health Care,NVDA,Technology,58.02502325464384,54.121391296779336,112.89719063770244,12.829405460675083,58.510791444505024,2022,12.829405460675083,2023,112.89719063770244,100000.0,770758.3084831527,670758.3084831527,670.7583084831526,50.44703842145215,2021,2025
139,Best Profit Generator,BBVA + LLY + CAT + NVDA,BBVA,Finance,LLY,Health Care,CAT,Industrials,NVDA,Technology,73.3654149424411,60.85127599257204,97.08907091542994,3.17141695241601,57.39260841427226,2022,3.17141695241601,2023,97.08907091542994,100000.0,770685.8025257527,670685.8025257527,670.6858025257527,50.44420777611918,2021,2025
140,Best Profit Generator,VLO + BBVA + LLY + NVDA,VLO,Energy,BBVA,Finance,LLY,Health Care,NVDA,Technology,67.53289822055693,53.94723011523341,92.06746935972053,17.260193475206997,63.46761277030026,2022,17.260193475206997,2023,92.06746935972053,100000.0,770477.6432310598,670477.6432310598,670.4776432310598,50.4360800166616,2021,2025
141,Best Profit Generator,BBVA + LLY + PH + NVDA,BBVA,Finance,LLY,Health Care,PH,Industrials,NVDA,Technology,68.17480797744959,64.58116030406751,105.80470164262624,-3.2061966817912726,57.98001957094005,2022,-3.2061966817912726,2023,105.80470164262624,100000.0,770388.3958681468,670388.3958681468,670.3883958681467,50.43259473823345,2021,2025
142,Best Profit Generator,RY + LLY + HWM + NVDA,RY,Finance,LLY,Health Care,HWM,Industrials,NVDA,Technology,53.079556208977245,82.76321938990088,87.49165890828773,0.03849638618161322,59.33634865068768,2022,0.03849638618161322,2023,87.49165890828773,100000.0,770086.7862635978,670086.7862635978,670.0867862635978,50.420813921537565,2021,2025
143,Best Profit Generator,WMT + LLY + HWM + NVDA,WMT,Consumer Discretionary,LLY,Health Care,HWM,Industrials,NVDA,Technology,47.90140202915699,95.31201194355185,87.6620607702551,1.922930605325412,51.30121376207313,2022,1.922930605325412,2024,95.31201194355185,100000.0,769918.0629429246,669918.0629429246,669.9180629429246,50.41422200899155,2021,2025
144,Best Profit Generator,PGR + LLY + NVDA + ANET,PGR,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,23.67188693283685,85.91798100044934,104.28978573562614,-1.1962400538348863,75.0715772434188,2022,-1.1962400538348863,2023,104.28978573562614,100000.0,769741.8594905073,669741.8594905073,669.7418594905073,50.40733661869965,2021,2025
145,Best Profit Generator,LLY + GD + NVDA + ANET,LLY,Health Care,GD,Industrials,NVDA,Technology,ANET,Telecommunications,32.02576711000383,73.95020521590774,100.28178428928194,-2.4759362212399623,83.30554177580075,2022,-2.4759362212399623,2023,100.28178428928194,100000.0,769455.206238097,669455.206238097,669.455206238097,50.396132557094745,2021,2025
146,Best Profit Generator,NEM + HWM + NVDA + ANET,NEM,Basic Materials,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,79.55886747279428,88.4628349848029,90.54293765542639,-15.6127261428742,60.61167982879358,2022,-15.6127261428742,2023,90.54293765542639,100000.0,769378.6916889851,669378.6916889851,669.3786916889851,50.393141362824736,2021,2025
147,Best Profit Generator,SCCO + BBVA + HWM + NVDA,SCCO,Basic Materials,BBVA,Finance,HWM,Industrials,NVDA,Technology,86.85296024232224,74.39244412931875,97.34113899941548,-2.9582027821992316,39.633378289400405,2022,-2.9582027821992316,2023,97.34113899941548,100000.0,769236.9191194887,669236.9191194887,669.2369191194887,50.38759839833804,2021,2025
148,Best Profit Generator,SHEL + LLY + NVDA + ANET,SHEL,Energy,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,29.96837111441215,72.85172853662091,103.5486754977553,0.8046467522410605,79.4681484093149,2022,0.8046467522410605,2023,103.5486754977553,100000.0,769205.2835440949,669205.2835440949,669.2052835440949,50.38636141234443,2021,2025
149,Best Profit Generator,BKNG + LLY + HWM + NVDA,BKNG,Consumer Discretionary,LLY,Health Care,HWM,Industrials,NVDA,Technology,43.92604483413162,87.1407123768665,103.44575328250458,-1.961865595421198,52.738680201274605,2022,-1.961865595421198,2023,103.44575328250458,100000.0,768971.013003102,668971.013003102,668.971013003102,50.37719990817842,2021,2025
150,Best Profit Generator,BBVA + RTX + NVDA + ANET,BBVA,Finance,RTX,Industrials,NVDA,Technology,ANET,Telecommunications,68.22482030053342,78.48401913142389,95.28378971239428,-8.934293260060599,67.17300291354584,2022,-8.934293260060599,2023,95.28378971239428,100000.0,768760.7468969095,668760.7468969095,668.7607468969095,50.36897523216839,2021,2025
151,Best Profit Generator,COP + BBVA + HWM + NVDA,COP,Energy,BBVA,Finance,HWM,Industrials,NVDA,Technology,69.63103512174854,68.99587474697336,85.33052130430045,13.922063505367692,61.4534348072101,2022,13.922063505367692,2023,85.33052130430045,100000.0,768585.2754138914,668585.2754138914,668.5852754138915,50.36211018955563,2021,2025
152,Best Profit Generator,VRTX + HWM + NVDA + ANET,VRTX,Health Care,HWM,Industrials,NVDA,Technology,ANET,Telecommunications,39.49935004477697,90.16343237033256,102.95808985901077,-2.5449000432372415,56.98994722839898,2022,-2.5449000432372415,2023,102.95808985901077,100000.0,768527.0242092097,668527.0242092097,668.5270242092098,50.359830926634295,2021,2025
153,Best Profit Generator,TJX + LLY + HWM + NVDA,TJX,Consumer Discretionary,LLY,Health Care,HWM,Industrials,NVDA,Technology,48.96051894896845,84.45486123760699,89.36414673576598,3.721766037016284,54.015184121658564,2022,3.721766037016284,2023,89.36414673576598,100000.0,768437.1886521877,668437.1886521877,668.4371886521877,50.356315554925814,2021,2025
154,Best Profit Generator,RY + LLY + NVDA + ANET,RY,Finance,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,35.72785609307137,79.01904712598449,101.55028070282454,-9.898388808488775,80.88962698667524,2022,-9.898388808488775,2023,101.55028070282454,100000.0,768416.246012161,668416.246012161,668.416246012161,50.35549599737017,2021,2025
155,Best Profit Generator,COST + LLY + HWM + NVDA,COST,Consumer Discretionary,LLY,Health Care,HWM,Industrials,NVDA,Technology,40.43029719666091,86.71960373344075,96.69266964814452,-2.7235582795296907,63.76381981401831,2022,-2.7235582795296907,2023,96.69266964814452,100000.0,768349.1885156854,668349.1885156854,668.3491885156853,50.35287168661131,2021,2025
156,Best Profit Generator,WMT + LLY + NVDA + ANET,WMT,Consumer Discretionary,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,30.549701913251116,91.56783967963545,101.7206825647919,-8.013954589344975,72.85449209806069,2022,-8.013954589344975,2023,101.7206825647919,100000.0,768247.5226914878,668247.5226914878,668.2475226914878,50.348892621378916,2021,2025
157,Best Profit Generator,SCCO + BBVA + NVDA + ANET,SCCO,Basic Materials,BBVA,Finance,NVDA,Technology,ANET,Telecommunications,69.50126012641635,70.64827186540234,111.39976079395228,-12.89508797686962,61.18665662538796,2022,-12.89508797686962,2023,111.39976079395228,100000.0,767566.3788680519,667566.3788680519,667.566378868052,50.322222686205095,2021,2025
158,Best Profit Generator,BKNG + LLY + NVDA + ANET,BKNG,Consumer Discretionary,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,26.574344718225746,83.3965401129501,117.50437507704139,-11.898750790091585,74.29195853726216,2022,-11.898750790091585,2023,117.50437507704139,100000.0,767300.4727516653,667300.4727516653,667.3004727516653,50.311806091732514,2021,2025
159,Best Profit Generator,COP + BBVA + NVDA + ANET,COP,Energy,BBVA,Finance,NVDA,Technology,ANET,Telecommunications,52.279335005842654,65.25170248305696,99.38914309883725,3.9851783106973055,83.00671314319766,2022,3.9851783106973055,2023,99.38914309883725,100000.0,766914.7351624547,666914.7351624547,666.9147351624547,50.2966900899668,2021,2025
160,Best Profit Generator,TJX + LLY + NVDA + ANET,TJX,Consumer Discretionary,LLY,Health Care,NVDA,Technology,ANET,Telecommunications,31.608818833062575,80.71068897369058,103.42276853030278,-6.2151191576541045,75.56846245764612,2022,-6.2151191576541045,2023,103.42276853030278,100000.0,766766.648400751,666766.648400751,666.7666484007509,50.290885358779946,2021,2025
